variant,instance,run,seed,fitness,deterministic_makespan,final_robust_stdev,final_R,function_evaluations,raw_function_evaluations,runtime_s,generations
hpo_with_rl,2a_Hurink_sdata_18_workers.fjs,4,1003,2775.117851261631,1305.0,44.74472191115753,2.1265270890893726,3709488,4999992,129600.07150149345,86170
hpo_with_rl,2a_Hurink_sdata_18_workers.fjs,5,1004,2750.955441214875,1308.0,41.92332707666022,2.103176942824828,2231916,4999992,129600.57857728004,84345
hpo_with_rl,2a_Hurink_sdata_18_workers.fjs,6,1005,2710.8901149885396,1288.0,27.49234371306733,2.104728350146382,406920,4999992,129600.37401127815,83038
hpo_with_rl,2a_Hurink_sdata_18_workers.fjs,7,1006,2790.9074554509884,1309.0,50.66136299161486,2.132091257029021,4566564,4999992,129600.76549696922,84508
hpo_with_rl,2a_Hurink_sdata_18_workers.fjs,8,1007,2724.7425593420676,1301.0,26.766557847095605,2.0943447804320274,2738688,4999992,129600.05715107918,79110
hpo_with_rl,2a_Hurink_sdata_18_workers.fjs,9,1008,2830.5233274576412,1342.0,41.155012102721756,2.1091828073454852,194628,4999992,129600.07287168503,78249
hpo_with_rl,2a_Hurink_sdata_18_workers.fjs,10,1009,2766.73963402337,1305.0,30.673014773254405,2.1201069992516244,3259452,4999992,129601.10021853447,81784
hpo_with_rl,2a_Hurink_sdata_1_workers.fjs,1,1000,118.47392694117576,56.0,3.237825166871461,2.1156058382352816,2272524,4999992,129600.27405524254,106215
hpo_with_rl,2a_Hurink_sdata_1_workers.fjs,2,1001,114.51946535676753,54.0,3.5672953686353757,2.1207308399401392,254832,4999992,129600.07588028908,110866
hpo_with_rl,2a_Hurink_sdata_1_workers.fjs,3,1002,120.0556780705132,57.0,2.532009782802157,2.1062399661493543,661536,4999992,129600.08135056496,103812
hpo_with_rl,2a_Hurink_sdata_1_workers.fjs,4,1003,110.79716249442767,52.0,3.3656891813665486,2.1307146633543783,1429380,4999992,129600.6398589611,109954
hpo_with_rl,2a_Hurink_sdata_1_workers.fjs,5,1004,113.85338172086726,54.0,1.6953801988458705,2.1083959577938383,4513800,4999992,129600.93946456909,104911
