variant,instance,run,seed,fitness,deterministic_makespan,final_robust_stdev,final_R,function_evaluations,raw_function_evaluations,runtime_s,generations
competition_with_rl,2a_Hurink_sdata_40_workers.fjs,9,1008,3497.393203637797,1639.0,42.69902344151686,2.1338579643915785,2605220,4988440,129601.12755775452,82213
competition_with_rl,2a_Hurink_sdata_40_workers.fjs,10,1009,3745.0148817395016,1766.0,40.058593586005514,2.1206199783349384,1151390,4988010,129600.25225949287,83234
competition_with_rl,2a_Hurink_sdata_54_workers.fjs,1,1000,18792.797289504266,8915.0,277.32234682033976,2.1079974525523575,4759670,5000000,22832.6938560009,21692
competition_with_rl,2a_Hurink_sdata_54_workers.fjs,2,1001,18233.448239761954,8629.0,290.9251870424316,2.113043022338852,4563710,5000000,22332.605382442474,20898
competition_with_rl,2a_Hurink_sdata_54_workers.fjs,3,1002,19465.578237843583,9245.0,401.8336562842072,2.105524958122616,2447850,5000000,22876.75382590294,21880
competition_with_rl,2a_Hurink_sdata_54_workers.fjs,4,1003,19146.875425607363,8988.0,421.5064413522999,2.13027096413077,200710,5000000,22619.17506313324,21087
competition_with_rl,2a_Hurink_sdata_54_workers.fjs,5,1004,18738.85759153061,8864.0,275.7191743589146,2.114040793268345,3367490,5000000,22247.255947589874,20286
competition_with_rl,2a_Hurink_sdata_54_workers.fjs,6,1005,18571.74228065589,8862.0,237.76918696372528,2.0956603792209307,3275600,5000000,23320.232899665833,22786
competition_with_rl,2a_Hurink_sdata_54_workers.fjs,7,1006,19069.727978015,8961.0,604.2322133668772,2.1280803457220174,4797720,5000000,22512.31716799736,21224
competition_with_rl,2a_Hurink_sdata_54_workers.fjs,8,1007,17552.973834084616,8374.0,264.9716021083972,2.096127756637762,2803910,5000000,22564.875952482224,21568
competition_with_rl,2a_Hurink_sdata_54_workers.fjs,9,1008,17195.756386158413,8132.0,409.2818344644864,2.114578994854699,4727440,5000000,22478.419904470444,21886
competition_with_rl,2a_Hurink_sdata_54_workers.fjs,10,1009,17821.370876363013,8419.0,396.90357687791635,2.1168037624852136,1603630,5000000,22797.909324645996,22380
competition_with_rl,2a_Hurink_sdata_61_workers.fjs,1,1000,1981.0936744143594,938.0,25.024505354507816,2.1120401646208524,4181480,5000000,31014.08429121971,23799
competition_with_rl,2a_Hurink_sdata_61_workers.fjs,2,1001,2246.2947265808834,1069.0,38.48622168864367,2.101304702133661,4052850,5000000,34251.6490252018,29865
competition_with_rl,2a_Hurink_sdata_61_workers.fjs,3,1002,2105.7186114994524,999.0,30.243677554100685,2.1078264379373897,4765410,5000000,33689.10063672066,28476
competition_with_rl,2a_Hurink_sdata_61_workers.fjs,4,1003,2113.846697185596,999.0,30.153095391649707,2.1159626598454415,4918150,5000000,35540.658430576324,32681
competition_with_rl,2a_Hurink_sdata_61_workers.fjs,5,1004,1941.3087376360108,923.0,26.80734353490374,2.10325973741713,4852200,5000000,31355.80376148224,24298
competition_with_rl,2a_Hurink_sdata_61_workers.fjs,6,1005,1909.8787828923817,906.0,24.207925145828632,2.108033976702408,4016200,5000000,34426.43253135681,30208
competition_with_rl,2a_Hurink_sdata_61_workers.fjs,7,1006,2050.396697108887,971.0,45.52906832817749,2.1116340855910267,4016150,5000000,33247.140947818756,27452
competition_with_rl,2a_Hurink_sdata_61_workers.fjs,8,1007,2009.4506846470829,951.0,32.67617346632862,2.112987050102085,1795160,5000000,30771.241565704346,22675
competition_with_rl,2a_Hurink_sdata_61_workers.fjs,9,1008,2085.9954542292016,987.0,35.26743942927565,2.113470571660792,4889210,5000000,32984.294100522995,27388
competition_with_rl,2a_Hurink_sdata_61_workers.fjs,10,1009,2025.7484604404337,957.0,35.26916864742186,2.1167695511394293,4764120,5000000,34062.92921924591,27760
competition_with_rl,2a_Hurink_sdata_63_workers.fjs,1,1000,898.0291180452072,427.0,15.496460249054769,2.103112688630462,214340,5000000,33666.974989414215,28785
competition_with_rl,2a_Hurink_sdata_63_workers.fjs,2,1001,873.9166993210638,415.0,12.940307569971646,2.105823371857985,2984420,5000000,34812.889216184616,31332
competition_with_rl,2a_Hurink_sdata_63_workers.fjs,3,1002,857.0179710984756,404.0,10.613543442118832,2.1213316116298904,3772050,5000000,34857.929737091064,31421
competition_with_rl,2a_Hurink_sdata_63_workers.fjs,4,1003,871.7594157795254,414.0,11.487261751511463,2.105699071931221,3752070,5000000,34174.991726875305,29932
competition_with_rl,2a_Hurink_sdata_63_workers.fjs,5,1004,901.6007172220408,427.0,9.34324615891662,2.111477089512976,202520,5000000,33251.45570445061,27568
competition_with_rl,2a_Hurink_sdata_63_workers.fjs,6,1005,860.7112438533998,408.0,10.327457010247308,2.1095863819936267,4294470,5000000,35488.79540157318,33486
competition_with_rl,2a_Hurink_sdata_63_workers.fjs,7,1006,886.7327770930972,417.0,15.083871480399544,2.1264574990242138,4218130,5000000,32663.26394534111,26814
competition_with_rl,2a_Hurink_sdata_63_workers.fjs,8,1007,898.6707368455541,426.0,14.561110959191527,2.1095557202947277,1113850,5000000,33649.72993969917,28607
